case_id,week,popwght,state,nielsen,metro,region,division,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless6,parent,age,age2,totalage,refage,educ,income,race,affilrot,polparty,partyln,partycomb,polviewrot,polview,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthins,typeins,he2k,he2z,birt1,birt2,birt3rot,birt3,birt4,birt5rot,birt5a,birt5b,birt5c,birt6rot,birt6a,birt6b,birt6c,birt6d,birt6e,birt6f,birt7,birt8,birt9
50000213,839,.4722,NJ,A,Non-Center City (Metro),North East,Mid Atlantic,Owned,"Single, that is never married",Full-time,One,One, , , , ,26, ,18-29,18-29,High school graduate (Grade 12 with diploma or GED certificate),"$30,000 but less than $40,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Male,Nothing in particular,Landline,No, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,No,"1,5",Almost every time,Yes,BCA,Yes,Yes,Yes,BFCEDA,Don't know,No,No,No,Don't know,No,Very concerned,Very concerned,Yes
50000215,839,1.0734,SC,D,Non-Metro,South,South Atlantic,Owned,"Single, that is never married",Temporarily unemployed,Two,Two, , , , ,47, ,30-49,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$15,000 but less than $25,000",Black Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Moderate,No,Male,Muslim/Islamic,Landline,Yes, , ,201001,"No, not covered by health insurance", , , ,No,Yes,"5,1",Almost every time,Yes,CBA,Yes,Yes,Yes,FCAEBD,Yes,No,No,No,No,No,Not very concerned,Not at all concerned,Yes
50000216,839,.8175,FL,B,Center City County (Metro),South,South Atlantic,Owned,Married,Full-time,Six or more,Four,One,One,None,Yes,40, ,30-49,30-44,Two year associate degree from a college or university,"$75,000 but less than $100,000",Mixed,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Female,"Catholic, Roman Catholic",Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Never, , , , , ,FA,Yes, , , , ,No,Not at all concerned, ,Yes
50000219,839,.441,PA,A,Suburban (Metro),North East,Mid Atlantic,Owned,Married,Full-time,Two,Two, , , , ,68, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Male,Protestant,Landline,Yes, , ,201001, , , , ,No,Yes,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,FA,Yes, , , , ,No,Very concerned, ,Yes
50000220,839,.4462,NY,B,Center City (Metro),North East,Mid Atlantic,Owned,Married,Full-time,Two,Two, , , , ,68, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Very conservative,Yes,Male,Nothing in particular,Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
50000222,839,2.1363,GA,A,Suburban (Metro),South,South Atlantic,Owned,Married,Retired,Two,Two, , , , ,84, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$50,000 but less than $75,000",Refused,Democrat/Republican,An Independent,Refused/No answer,Independent/other,d3 5-1 asked,Refused,Yes,Male,Nothing in particular,Landline,Yes, , ,201001, , , , ,No,Yes,"5,1",Refused, , , , , ,AF,Not applicable, , , , ,Refused,Not at all concerned, ,No
50000223,839,.4819,SC,B,Center City County (Metro),South,South Atlantic,Owned,Divorced,Retired,One,One, , , , ,69, ,65+,65+,"Some college, no degree (includes community college)","$75,000 but less than $100,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 5-1 asked,Somewhat conservative,Yes,Male,"Catholic, Roman Catholic",Landline,Yes, , ,201001, , , , ,No,Yes,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,No, , , , ,No,Not at all concerned, ,No
50000224,839,.9581,NY,A,Center City (Metro),North East,Mid Atlantic,Owned,Married,Retired,Two,Two, , , , ,78, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",Asian/Chinese/Japanese,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 5-1 asked,Somewhat conservative,Yes,Female,"Catholic, Roman Catholic",Landline,Yes, , ,201001, , , , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,No,"5,1",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
50000226,839,.4533,TX,B,Suburban (Metro),South,West South Central,Owned,Separated,Retired,Two,Two, , , , ,77, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very liberal,Yes,Female,Agnostic,Landline,Yes, , ,201001, , , , ,No,Not applicable/Have not looked for information on birth control,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,FA,Not applicable, , , , ,No,Very concerned, ,Not applicable/Have never wanted or needed to discuss issues related to sex and relationships before
50000227,839,.8424,MN,A,Suburban (Metro),North Central,West North Central,Owned,Married,Part-time,Three,Three, , , , ,62, ,50-64,45-64,"Some college, no degree (includes community college)",Refused,White Non-Hispanic,Republican/Democrat,An Independent,Neither/other,Independent/other,d3 5-1 asked,Refused,No,Female,Lutheran,Landline,Yes, , ,201001,"Yes, covered by health insurance",Medicare, , ,No,No,"5,1",Never, , , , , ,AF,Not applicable, , , , ,Not applicable,Not at all concerned, ,Yes
50000228,839,.6291,AZ,A,Center City County (Metro),West,Mountain,Owned,Married,Retired,Two,Two, , , , ,75, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Refused,Black Non-Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Male,Nothing in particular,Landline,Yes, , ,201001, , , , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Not applicable/Have not looked for information on birth control,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,Yes, , , , ,No,Not at all concerned, ,Yes
50000229,839,.7205,MN,C,Suburban (Metro),North Central,West North Central,Owned,Widowed,Part-time,One,One, , , , ,85, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Male,"Catholic, Roman Catholic",Landline,Yes, , ,201001, , , , ,No,No,"1,5",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
50000230,839,.25,IA,B,Center City County (Metro),North Central,West North Central,Rented,Divorced,Retired,One,One, , , , ,73, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Less than $50,000 (Unspecified)",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Male,Atheist,Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",About half the time,Not applicable/Not having sex/No partner/Not using birth control, , , , ,FA,Not applicable, , , , ,Not applicable,Very concerned,Not at all concerned,Yes
50000232,839,.5684,WI,B,Center City (Metro),North Central,East North Central,Owned,"Single, that is never married",Retired,One,One, , , , ,72, ,65+,65+,"Some college, no degree (includes community college)","$25,000 but less than $30,000",Unspecified Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Male,Atheist,Landline,Yes, ,Another Country,201001, , , , ,No,Yes,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
50000234,839,.25,MN,A,Suburban (Metro),North Central,West North Central,Owned,Widowed,Retired,One,One, , , , ,87, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Refused,Refused,Democrat/Republican,An Independent,Refused/No answer,Independent/other,d3 5-1 asked,Moderate,Yes,Male,Nothing in particular,Landline,Yes, , ,201001, , , , ,No,No,"5,1",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
50000235,839,.3317,AL,D,Non-Metro,South,East South Central,Owned,Married,Full-time,Two,Two, , , , ,72, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Male,Baptist,Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,Yes
50000238,839,.9154,WI,C,Center City County (Metro),North Central,East North Central,Owned,Married,Retired,Two,Two, , , , ,76, ,65+,65+,"Some college, no degree (includes community college)","$30,000 but less than $40,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Male,"Catholic, Roman Catholic",Landline,Yes, , ,201001, , , , ,No,No,"1,5",Never, , , , , ,AF,No, , , , ,No,Somewhat concerned, ,Yes
50000240,839,.2938,KS,D,Non-Metro,North Central,West North Central,Owned,Married,Retired,Two,Two, , , , ,72, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Male,Nothing in particular,Landline,No, , ,201001, , , , ,No,Not applicable/Have not looked for information on birth control,"1,5",Never, , , , , ,FA,No, , , , ,Yes,Not at all concerned, ,Yes
50000242,839,.5569,CA,C,Non-Metro,West,Pacific,Owned,Married,Retired,Two,Two, , , , ,65, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very liberal,Yes,Female,Protestant,Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Very concerned, ,Yes
50000243,839,.3417,OR,B,Suburban (Metro),West,Pacific,Owned,"Single, that is never married",Full-time,Refused,Refused, , , , ,46, ,30-49,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Male,"Catholic, Roman Catholic",Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,CAB,Yes,Yes,Yes,CAFEBD,No,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
50000244,839,.5824,WA,A,Center City (Metro),West,Pacific,Owned,Married,Retired,Two,Two, , , , ,82, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",Asian/Chinese/Japanese,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Male,Muslim/Islamic,Landline,Yes, , ,201001, , , , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
50000247,839,.3124,VA,B,Center City (Metro),South,South Atlantic,Owned,Married,Retired,Two,Two, , , , ,Refused,65+,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Refused,White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat conservative,Yes,Male,"Catholic, Roman Catholic",Landline,No, , ,201002, , , , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Yes,"5,1",Never, , , , , ,FA,No, , , , ,No,Not applicable/don't believe in birth control, ,Yes
50000248,839,.5364,FL,A,Center City County (Metro),South,South Atlantic,Owned,Married,Temporarily unemployed,Three,Three, , , , ,35, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$30,000 but less than $40,000",White Hispanic,Republican/Democrat,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Very liberal,Yes,Male,"Catholic, Roman Catholic",Landline in language,Yes, ,Another Country,201002,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Through an insurance agent or broker,Not sure,No,Yes,"1,5",Every time,Yes,BAC,Yes,Yes,Yes,AFDCBE,Yes,Yes,Yes,No,No,No,Very concerned,Very concerned,Yes
50000250,839,.7184,WA,A,Center City (Metro),West,Pacific,Owned,Widowed,Part-time,Two,Two, , , , ,87, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",Mixed,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,Christian (Just Christian),Landline,Yes, , ,201002, , , , ,No,No,"5,1",Almost every time,Yes,C,"Not shown, selected Not Applicable at previous item","Not shown, selected Not Applicable at previous item",Not applicable/I have not used birth control during the pandemic,FA,No, , , , ,Not applicable,Very concerned,Very concerned,Yes
50000253,839,1.1036,IN,B,Center City (Metro),North Central,East North Central,Owned,Married,Homemaker,Two,Two, , , , ,80, ,65+,65+,"Some college, no degree (includes community college)","$30,000 but less than $40,000",Black Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 5-1 asked,Very conservative,No,Female,Other,Landline,No, , ,201002, , , , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Not applicable/Have not looked for information on birth control,"1,5",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,No, , , , ,Yes,Not very concerned, ,No
50000254,839,.25,VT,D,Non-Metro,North East,New England,Rented,"Single, that is never married",Full-time,Three,One,One,One,None,Yes,42, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,Refused,Neither/other,Independent/other,d3 5-1 asked,Moderate,Yes,Male,"Catholic, Roman Catholic",Landline,Yes, , ,201002,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,No,Yes,"5,1",Every time,Not applicable/Not having sex/No partner/Not using birth control, , , , ,FA,No, , , , ,Not applicable,Don't know,Very concerned,Yes
50000255,839,.6579,MI,A,Suburban (Metro),North Central,East North Central,Owned,Married,Full-time,Three,Two,One,None,None,Yes,50, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 5-1 asked,Moderate,Yes,Female,"Catholic, Roman Catholic",Landline,Yes, , ,201002,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Never, , , , , ,FA,No, , , , ,No,Not very concerned, ,Yes
50000258,839,1.248,FL,A,Center City (Metro),South,South Atlantic,Owned,Divorced,Retired,Two,Two, , , , ,81, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",White Hispanic,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 1-5 asked,Somewhat conservative,Yes,Female,"Catholic, Roman Catholic",Landline in language,Yes, ,Another Country,201002, , , , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Yes,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,FA,Not applicable, , , , ,Not applicable,Somewhat concerned, ,Yes
50000260,839,.6564,PA,C,Center City County (Metro),North East,Mid Atlantic,Owned,Married,Retired,Two,Two, , , , ,78, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$40,000 but less than $50,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Female,Christian (Just Christian),Landline,Yes, , ,201002, , , , ,No,Yes,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,No, , , , ,No,Very concerned, ,Not applicable/Have never wanted or needed to discuss issues related to sex and relationships before
50000261,839,.3601,TN,D,Non-Metro,South,East South Central,Owned,Married,Full-time,Five,Two,Three,None,None,Yes,42, ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$250,000 or more",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Moderate,Yes,Male,"Catholic, Roman Catholic",Landline,Yes, , ,201002,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Through an insurance agent or broker,Marketplace plan,Yes,Yes,"5,1",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,Yes
50000262,839,.4095,PA,A,Suburban (Metro),North East,Mid Atlantic,Owned,Widowed,Full-time,One,One, , , , ,64, ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Female,Jewish/Judaism,Landline,Yes, , ,201002,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Somewhat concerned, ,Yes
